cohort_scope,estimator,direction_stratum,feature,contrast,count,mean,median,q25,q75,iqr,maximum,mean_ci_low,mean_ci_high,median_ci_low,median_ci_high,bootstrap_replicates,bootstrap_master_seed
general_all_sessions_sensitivity,packet_pooled,all,direction,client_browser,40,0.0210695493266,0.0113234670876,0.00415491337475,0.0242627012321,0.0201077878573,0.143102723802,0.0133835608529,0.0305874834683,0.00711546816728,0.0196356924085,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,direction,client_browser_and_os,40,0.197816491945,0.204056520964,0.174445783674,0.232504158568,0.0580583748937,0.272221286797,0.18390494762,0.211073798932,0.185468482117,0.222809554969,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,direction,client_os,40,0.197816491945,0.208073285381,0.172482688338,0.238702535012,0.0662198466741,0.259251877739,0.182338602835,0.212385962788,0.186950335314,0.224564936311,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,direction,network,40,0.0207749529628,0.0122814087767,0.00701658369412,0.0332948281593,0.0262782444652,0.0708115234332,0.0149946685302,0.0269509097567,0.0100437391532,0.0188283225068,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,frame_length_bytes,client_browser,40,0.10569982463,0.0953331976391,0.054243473973,0.138958146358,0.0847146723854,0.293660563387,0.0867292279547,0.126123663832,0.0583050474752,0.126416816861,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,frame_length_bytes,client_browser_and_os,40,0.300787350566,0.29532672019,0.244929214999,0.343617104523,0.0986878895239,0.490880174722,0.279997054222,0.323278150914,0.259972180204,0.315205064424,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,frame_length_bytes,client_os,40,0.300721364971,0.287546125969,0.241200295874,0.360226112649,0.119025816776,0.485958121758,0.275455936341,0.326771565781,0.251495215311,0.319262884659,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,frame_length_bytes,network,40,0.0961315903075,0.0888646878646,0.057625975231,0.123825029368,0.0661990541371,0.229800707508,0.0815023087892,0.111844068643,0.0688637717948,0.0991673577084,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,iat_us,client_browser,40,0.0977478385723,0.0815192884158,0.0586247581828,0.126485887655,0.0678611294717,0.223521496464,0.0833480245481,0.1130126156,0.062352998061,0.115920558293,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,iat_us,client_browser_and_os,40,0.414918609515,0.425973440657,0.379926073474,0.471104158054,0.09117808458,0.50820427474,0.389804014013,0.437556282098,0.413368997959,0.459283660093,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,iat_us,client_os,40,0.413744739564,0.43142978612,0.374969994873,0.475232753648,0.100262758776,0.539919543524,0.386213679627,0.438541648459,0.405309578011,0.459154683679,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,iat_us,network,40,0.120632286619,0.108025073916,0.0974988656356,0.134243329947,0.036744464311,0.283962033824,0.108297451366,0.134736810973,0.10146976445,0.125703167594,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,ip_total_length_bytes,client_browser,40,0.10569982463,0.0953331976391,0.054243473973,0.138958146358,0.0847146723854,0.293660563387,0.08579981492,0.126421495538,0.0583050474752,0.127419238644,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,ip_total_length_bytes,client_browser_and_os,40,0.300787350566,0.29532672019,0.244929214999,0.343617104523,0.0986878895239,0.490880174722,0.279412515612,0.322810637206,0.259972180204,0.315205064424,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,ip_total_length_bytes,client_os,40,0.300721364971,0.287546125969,0.241200295874,0.360226112649,0.119025816776,0.485958121758,0.274413758161,0.327133567919,0.248301258621,0.319262884659,10000,20260824
